Player_Name,Age,Height,Weight,Forward,Goalkeeper,Midfielder,Attaking_Midfielder,Center,Defender,Appearances,Substitute(Appearances),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Rating
Marcos Llorente ,28,0.56,0.545454545,1,0,1,0,1,1,21,1,1712,1,2,5,0,1.1,85.9,0.5,1,6.81
Rodrigo De Paul ,29,0.48,0.472727273,1,0,1,1,1,0,24,6,1935,2,7,5,0,0.7,84.2,0.2,2,6.81
Nahuel Molina ,25,0.38,0.472727273,0,0,1,0,0,1,33,0,2872,4,2,7,1,0.6,79.4,0.7,0,6.79
Ivo Grbic ,27,0.78,0.709090909,0,1,0,0,0,0,11,2,923,0,0,3,0,0,61.6,0.3,0,6.76
Mario Hermoso ,28,0.56,0.563636364,0,0,0,0,1,1,24,2,2111,3,2,3,2,0.6,87.5,1.4,1,6.72
Joao Felix ,23,0.5,0.472727273,1,0,1,1,1,0,7,7,651,4,3,5,0,1.9,77.3,0.5,1,6.72
Koke ,31,0.4,0.6,0,0,1,0,1,0,30,3,2560,0,3,4,0,0.5,89.1,0.3,0,6.72
Stefan Savic ,32,0.62,0.672727273,0,0,0,0,1,1,22,0,1946,0,0,5,2,0.1,88,2.5,0,6.72
Jan Oblak ,30,0.64,0.781818182,0,1,0,0,0,0,28,0,2493,0,0,1,0,0,60.9,0.1,1,6.67
Thomas Lemar ,27,0.3,0.345454545,0,0,1,1,1,0,17,10,1259,1,3,1,0,0.5,88.4,0.2,0,6.63
Memphis Depay ,29,0.44,0.618181818,1,0,1,1,1,0,3,5,269,4,0,1,0,1.4,78.6,0.1,0,6.62
Saul Niguez ,28,0.56,0.581818182,0,0,1,0,1,1,11,20,1091,3,1,8,0,0.7,80.7,1.3,1,6.56
Geoffrey Kondogbia ,30,0.64,0.654545455,0,0,1,0,1,1,11,10,1001,0,2,5,0,0.5,89.4,0.6,0,6.55
Axel Witsel ,34,0.6,0.672727273,0,0,1,0,1,1,25,8,2255,0,0,2,1,0.3,92.7,1.2,0,6.55
Angel Correa ,28,0.3,0.436363636,1,0,1,1,1,0,13,22,1449,9,1,2,1,1.2,81.1,0.1,2,6.5
Felipe ,34,0.68,0.709090909,0,0,0,0,1,1,2,1,193,0,0,0,0,0.3,92.3,2,0,6.43
Matheus Cunha ,24,0.56,0.581818182,1,0,1,1,1,0,2,9,372,0,2,2,0,1.1,78.5,0.3,0,6.42
Pablo Barrios ,20,0.5,0.563636364,0,0,1,0,1,0,6,15,716,0,1,4,0,0.6,83.4,0.3,0,6.31
Sergio Reguilon ,26,0.44,0.436363636,0,0,1,0,0,1,2,9,307,0,0,1,1,0.3,82.1,0.7,0,6.2
Carlos Martin ,21,0.38,0.563636364,1,0,0,0,0,0,0,4,25,0,0,1,0,0.3,66.7,0,0,6.09
Matt Doherty ,31,0.58,0.654545455,0,0,1,0,0,1,0,2,16,0,0,0,0,0,62.5,0,0,6.03
Antonio Gomis ,20,0.38,0.563636364,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,5.98
Florian Wirtz ,20,0.4,0.472727273,1,0,1,1,1,0,11,6,1092,1,6,4,0,0.4,78.5,0.1,3,7.14
Jeremie Frimpong ,22,0.3,0.345454545,0,0,1,0,0,1,32,2,2723,8,7,4,0,1.1,81.2,0.4,4,7.12
Moussa Diaby ,23,0.28,0.436363636,1,0,1,0,1,0,33,0,2716,9,8,4,0,2.4,79.2,0.1,3,7.06
Robert Andrich ,28,0.62,0.709090909,0,0,1,0,1,0,28,1,2409,2,2,8,0,1,83.9,1.9,0,6.87
Exequiel Palacios ,24,0.42,0.418181818,0,0,1,0,1,0,19,6,1656,4,2,4,0,0.8,85.4,0.5,3,6.82
Kerem Demirbay ,30,0.54,0.527272727,0,0,1,0,1,0,17,8,1548,4,3,5,0,1.2,82.5,0.4,2,6.69
Amine Adli ,23,0.36,0.290909091,1,0,1,1,1,0,16,10,1443,5,3,2,2,1.4,78.1,1.1,1,6.69
Patrik Schick ,27,0.7,0.745454545,1,0,1,1,0,0,10,4,941,3,1,0,0,2.4,69.8,2.1,0,6.66
Piero Hincapie ,21,0.54,0.4,0,0,1,0,1,1,27,3,2466,1,1,9,3,0.6,83.2,2,0,6.66
Edmond Tapsoba ,24,0.76,0.745454545,0,0,0,0,1,1,32,1,2872,1,0,5,0,0.5,85.8,1.7,1,6.64
Jonathan Tah ,27,0.78,0.981818182,0,0,0,0,1,1,28,5,2487,1,0,6,0,0.3,89.1,1.7,1,6.58
Lukas Hradecky ,33,0.72,0.709090909,0,1,0,0,0,0,33,0,2970,0,0,0,1,0,67.9,0.3,0,6.53
Adam Hlozek ,20,0.64,0.545454545,1,0,1,1,1,0,16,13,1290,5,3,2,0,1,74.4,0.8,2,6.5
Odilon Kossounou ,22,0.7,0.636363636,0,0,0,0,1,1,17,7,1520,0,1,3,0,0.1,82.8,1.3,0,6.5
Sardar Azmoun ,28,0.6,0.618181818,1,0,1,1,1,0,8,15,917,4,1,1,0,1.2,66,1,0,6.44
Callum Hudson-Odoi ,22,0.52,0.581818182,0,0,1,0,1,0,7,7,609,0,1,0,0,0.3,86.9,0,0,6.43
Nadiem Amiri ,26,0.48,0.6,0,0,1,0,1,0,9,16,970,4,1,6,0,1,85.3,0,0,6.42
Charles Aranguiz ,34,0.3,0.436363636,0,0,1,0,1,0,4,6,493,1,0,1,0,0.5,83.2,0.2,0,6.41
Mitchel Bakker ,23,0.58,0.745454545,0,0,1,0,0,1,19,9,1657,3,2,4,1,0.6,78.3,0.4,0,6.38
Daley Sinkgraven ,27,0.46,0.418181818,0,0,1,0,1,1,4,8,342,0,2,1,0,0.3,74.6,0.3,0,6.34
Paulinho ,22,0.42,0.636363636,1,0,1,1,1,0,1,3,80,1,0,0,0,0.5,82.1,0.3,0,6.28
Timothy Fosu-Mensah ,25,0.58,0.654545455,0,0,0,0,1,1,1,10,186,0,0,1,0,0.3,79.8,0.2,0,6.14
Andrey Lunev ,31,0.68,0.654545455,0,1,0,0,0,0,1,0,90,0,0,0,0,0,75.7,0,0,6.06
Karim Bellarabi ,33,0.56,0.672727273,1,0,1,0,1,0,1,7,80,0,0,0,0,0,75,0,0,6.01
Ayman Azhil ,22,0.28,0.363636364,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,6
Noah Mbamba-Muanda ,18,0.62,0.563636364,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6
Joel Pohjanpalo ,28,0.6,0.709090909,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5.96
Christopher Nkunku ,25,0.44,0.436363636,1,0,1,0,1,0,20,5,1899,16,4,4,0,3,81.8,0.7,8,7.35
Dominik Szoboszlai ,22,0.6,0.545454545,0,0,1,1,1,0,28,3,2453,6,8,3,2,1.9,83,0.2,4,7.32
Willi Orban ,30,0.6,0.781818182,0,0,0,0,1,1,33,0,2951,4,0,3,0,0.8,89.1,3.4,0,7.04
Orjan Nyland ,32,0.72,0.836363636,0,1,0,0,0,0,2,0,180,0,1,0,0,0,74.2,0,0,6.97
Dani Olmo ,25,0.46,0.509090909,1,0,1,1,1,0,15,8,1285,2,5,2,0,1.9,77.4,0.3,2,6.92
Konrad Laimer ,26,0.48,0.509090909,0,0,1,0,1,1,17,4,1474,3,0,8,0,1,80.5,0.1,1,6.86
Timo Werner ,27,0.48,0.563636364,1,0,1,1,1,0,23,4,1948,9,3,2,0,2.3,76.6,0.2,4,6.82
Benjamin Henrichs ,26,0.54,0.636363636,0,0,1,0,1,1,23,7,2188,2,2,8,0,1,78.2,0.8,0,6.76
Abdou Diallo ,27,0.62,0.636363636,0,0,0,0,1,1,5,3,476,1,0,2,0,0.5,85.1,1.5,0,6.76
Xaver Schlager ,25,0.36,0.581818182,0,0,1,0,1,0,16,6,1505,1,1,2,0,0.2,83.8,0.6,1,6.69
Josko Gvardiol ,21,0.58,0.654545455,0,0,0,0,1,1,24,6,2171,1,0,2,0,0.5,89.3,1.4,1,6.67
Mohamed Simakan ,23,0.62,0.690909091,0,0,0,0,1,1,18,6,1461,1,1,2,0,0.5,81,1.6,1,6.65
David Raum ,25,0.48,0.563636364,0,0,1,0,0,1,19,9,1688,0,2,5,0,0.5,80.7,0.6,0,6.63
Andre Silva ,27,0.58,0.727272727,1,0,0,0,0,0,20,11,1741,4,3,3,0,1.9,73.7,0.6,0,6.63
Janis Blaswich ,32,0.74,0.8,0,1,0,0,0,0,26,0,2340,0,0,0,0,0,84.9,0.4,1,6.63
Peter Gulacsi ,33,0.7,0.763636364,0,1,0,0,0,0,6,0,540,0,0,0,0,0,85.4,0,0,6.54
Emil Forsberg ,31,0.42,0.581818182,1,0,1,1,1,0,16,14,1487,6,4,2,0,0.8,83.7,0.4,0,6.53
Lukas Klostermann ,27,0.62,0.8,0,0,1,0,1,1,10,5,904,0,0,0,0,0.4,88.2,1,0,6.5
Marcel Halstenberg ,31,0.64,0.781818182,0,0,1,0,1,1,17,14,1557,1,1,2,0,0.3,79.3,0.8,0,6.5
Amadou Haidara ,25,0.38,0.509090909,0,0,1,0,1,0,15,16,1430,2,1,7,0,0.6,83.6,0.8,0,6.47
Yussuf Poulsen ,29,0.72,0.727272727,1,0,1,1,0,0,3,16,400,2,1,1,0,0.7,55.1,1.4,0,6.41
Kevin Kampl ,32,0.44,0.4,0,0,1,0,1,0,16,14,1371,2,2,8,0,0.2,88.6,0.2,0,6.41
Hugo Novoa ,20,0.52,0.454545455,1,0,0,0,0,0,2,5,182,1,0,0,0,0.4,74.7,0.4,0,6.38
Sanoussy Ba ,19,0.56,0.527272727,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6
Alexander Sorloth ,27,0.78,0.836363636,1,0,1,1,0,0,0,1,5,0,0,1,0,0,100,0,0,5.87
Matheus Nunes ,24,0.56,0.618181818,0,0,1,0,1,0,2,0,180,1,1,1,0,1,89.8,1,0,7.99
Pote ,25,0.34,0.6,0,0,1,0,1,0,33,0,2818,15,11,8,0,3.2,81.3,0.2,8,7.52
Pedro Porro ,23,0.34,0.454545455,0,0,1,0,0,1,12,2,1077,2,6,4,1,2.6,74.9,0.2,2,7.19
Manuel Ugarte ,22,0.52,0.6,0,0,1,0,1,1,28,3,2368,0,0,11,0,0.6,91.8,0.6,2,7.11
Nuno Santos ,28,0.42,0.509090909,0,0,1,0,1,0,25,6,2275,8,5,5,0,1.6,85.8,0.2,1,7.05
Marcus Edwards ,24,0.22,0.618181818,1,0,1,1,1,0,27,6,2265,7,5,4,0,1.6,82,0.1,1,7.03
Paulinho ,30,0.62,0.8,1,0,1,1,1,0,14,8,1360,5,4,3,0,2,70.1,1.3,1,7.01
Trincao ,23,0.56,0.472727273,0,0,1,1,1,0,26,8,2214,10,2,2,0,1.9,84.4,0.1,4,7.01
Hidemasa Morita ,28,0.42,0.545454545,0,0,1,0,1,1,21,8,1966,6,3,4,0,1,86.8,0.8,1,6.94
Goncalo Inacio ,21,0.58,0.618181818,0,0,0,0,1,1,26,7,2368,1,3,4,0,0.5,90,1.9,1,6.83
Sebastian Coates ,32,0.8,0.909090909,0,0,0,0,1,1,30,0,2567,1,0,7,0,0.6,89.7,2,1,6.73
Chico Lamba ,20,0.38,0.563636364,0,0,0,0,0,1,0,1,45,0,0,0,0,0,95,1,0,6.7
Ousmane Diomande ,19,0.38,0.563636364,0,0,0,0,1,1,11,2,887,1,0,3,0,0.8,90.7,1,0,6.69
Ricardo Esgaio ,30,0.32,0.527272727,0,0,1,0,0,1,16,10,1315,1,3,6,0,0.5,80.7,0.7,1,6.65
Matheus Reis ,28,0.56,0.654545455,0,0,1,0,1,1,26,7,2295,1,0,5,0,0.4,91.5,0.9,0,6.63
Jeremiah St. Juste ,26,0.56,0.545454545,0,0,1,0,1,1,7,14,900,1,1,3,0,0.3,93.1,1.1,0,6.58
Antonio Adan ,36,0.68,0.909090909,0,1,0,0,0,0,31,0,2790,0,1,3,1,0,82.2,0.1,0,6.56
Hector Bellerin ,28,0.44,0.545454545,0,0,1,0,0,1,6,4,443,1,0,1,0,0.4,82.8,1,0,6.55
Luis Neto ,35,0.58,0.509090909,0,0,0,0,1,1,4,2,275,0,0,1,0,0.2,91.6,1.2,0,6.52
Arthur Gomes ,25,0.38,0.436363636,0,0,1,0,1,0,6,18,793,1,2,0,0,0.7,88.2,0.2,0,6.51
Youssef Chermiti ,19,0.62,0.563636364,1,0,0,0,0,0,9,7,840,3,2,4,0,1.8,70.7,1,0,6.5
Jose Marsa ,21,0.54,0.436363636,0,0,0,0,0,1,2,0,118,0,0,0,0,0,94.9,0.5,0,6.43
Dario Essugo ,18,0.46,0.581818182,0,0,1,0,0,0,3,1,203,0,0,0,1,0.5,87.4,0.8,0,6.42
Flavio Nazinho ,19,0.44,0.509090909,0,0,0,0,0,1,2,1,103,0,0,0,0,0.7,74.4,0.3,0,6.35
Rochinha ,28,0.32,0.381818182,1,0,1,1,1,0,3,13,425,1,2,2,0,1,82.1,0,0,6.34
Abdul Fatawu ,19,0.42,0.527272727,0,0,1,0,0,0,1,5,114,0,0,2,0,0.7,65.2,0.3,0,6.29
Franco Israel ,23,0.62,0.763636364,0,1,0,0,0,0,3,0,270,0,0,0,0,0,89.5,0.3,0,6.29
Sotirios Alexandropoulos ,21,0.54,0.490909091,0,0,1,0,0,0,0,6,96,0,0,0,0,0.2,75.8,0.2,0,6.24
Rodrigo Ribeiro ,18,0.38,0.563636364,1,0,0,0,0,0,0,2,27,0,0,0,0,1.5,83.3,0,0,6.14
Jovane Cabral ,25,0.36,0.672727273,1,0,1,1,1,0,0,4,52,0,0,1,0,0,75,0,0,6.13
Mateo Tanlongo ,19,0.42,0.563636364,0,0,1,0,1,1,0,9,131,0,0,1,0,0.2,89.5,0.2,0,6.13
Mateus Fernandes ,18,0.38,0.563636364,0,0,1,0,0,0,1,2,88,0,0,0,0,0.3,94,0.3,0,6.04
Strahinja Pavlovic ,22,0.76,0.8,0,0,0,0,1,1,1,0,90,0,1,1,0,0,90.3,2,0,7.45
Philipp Kohn ,25,0.68,0.654545455,0,1,0,0,0,0,2,0,180,0,0,0,0,0,61.9,1,0,7.07
Nicolas Seiwald ,22,0.46,0.636363636,0,0,1,0,1,1,2,0,165,0,0,0,0,1,79.8,0.5,0,7.02
Andreas Ulmer ,37,0.38,0.527272727,0,0,0,0,0,1,2,0,180,0,0,0,0,1,75.3,1,0,6.93
Oumar Solet ,23,0.72,0.8,0,0,0,0,1,1,2,0,180,0,0,0,0,0.5,94.4,1,0,6.9
Amar Dedic ,20,0.48,0.545454545,0,0,0,0,0,1,2,0,164,0,0,0,0,2,72.5,0.5,0,6.9
Nicolas Capaldo ,24,0.42,0.527272727,0,0,1,0,1,0,2,0,174,1,0,0,0,2,72.9,0,0,6.82
Lucas Gourna-Douath ,19,0.58,0.672727273,0,0,1,0,1,1,2,0,180,0,0,0,0,0,85.6,0.5,0,6.81
Bernardo ,28,0.6,0.581818182,0,0,1,0,0,1,1,0,90,0,0,0,0,0,70.6,5,0,6.57
Junior Adamu ,22,0.54,0.636363636,1,0,0,0,0,0,1,1,105,0,0,0,0,2.5,63.6,2.5,0,6.48
Noah Okafor ,23,0.58,0.745454545,1,0,0,0,0,0,2,0,172,0,0,0,0,1,78,0,0,6.43
Luka Sucic ,20,0.58,0.490909091,0,0,1,1,1,0,1,1,127,0,0,0,0,3.5,79.8,0.5,0,6.32
Ignace Van der Brempt ,21,0.62,0.581818182,0,0,1,0,0,0,0,1,16,0,0,0,0,0,60,1,0,6.2
Fernando ,24,0.4,0.563636364,1,0,0,0,0,0,1,0,60,0,0,0,0,1,83.3,1,0,6.12
Sekou Koita ,23,0.34,0.527272727,1,0,0,0,0,0,0,2,14,0,0,1,0,0,40,0,0,6.07
Oscar Gloukh ,19,0.28,0.563636364,0,0,1,0,0,0,0,2,24,0,0,1,0,0,85,0,0,6.03
Benjamin Sesko ,20,0.76,0.745454545,1,0,0,0,0,0,0,1,16,0,0,0,0,0,50,0,0,5.98
Maurits Kjaergaard ,20,0.72,0.6,0,0,1,0,1,0,1,0,46,0,0,0,0,1,66.7,0,0,5.77
Alexis Sanchez ,34,0.26,0.327272727,1,0,1,0,1,0,32,3,2699,14,3,3,0,1.9,75.8,1,6,7.04
Valentin Rongier ,28,0.32,0.418181818,0,0,1,0,1,1,34,2,3034,1,2,8,0,0.6,88.5,1.2,1,7
Jonathan Clauss ,30,0.44,0.454545455,0,0,1,0,0,1,32,2,2604,2,9,1,0,1.4,75.8,0.3,2,6.95
Cengiz Under ,25,0.34,0.4,0,0,1,0,1,0,28,9,2497,5,4,3,0,1.9,77.1,0.3,4,6.87
Nuno Tavares ,23,0.54,0.563636364,0,0,1,0,0,1,23,8,2349,6,0,6,1,2.1,79.1,0.7,1,6.86
Jordan Veretout ,30,0.42,0.418181818,0,0,1,0,1,0,31,7,2864,4,3,4,0,0.8,87.9,0.5,1,6.85
Samuel Gigot ,29,0.62,0.709090909,0,0,0,0,1,1,24,2,1889,2,2,3,2,0.5,87.3,2.2,2,6.83
Chancel Mbemba ,28,0.52,0.672727273,0,0,1,0,1,1,32,4,2850,5,0,2,0,0.8,84.4,2,1,6.82
Pau Lopez ,28,0.66,0.6,0,1,0,0,0,0,32,1,2925,0,2,3,0,0,76,0.3,1,6.81
Luis Suarez ,25,0.58,0.545454545,1,0,1,1,0,0,2,5,291,3,1,1,0,2.3,67.9,0.9,0,6.81
Sead Kolasinac ,30,0.54,0.745454545,0,0,1,0,1,1,26,7,2219,4,1,3,0,0.7,86.3,1.2,2,6.74
Leonardo Balerdi ,24,0.62,0.745454545,0,0,0,0,1,1,30,5,2643,0,1,9,1,0.3,84.1,2,0,6.73
Dimitri Payet ,36,0.38,0.6,1,0,1,0,1,0,9,15,828,4,3,0,0,1.2,80.3,0.2,2,6.67
Ruslan Malinovskyi ,30,0.5,0.636363636,1,0,1,0,1,0,13,7,1232,1,1,4,0,1.8,79.8,0.8,0,6.65
Matteo Guendouzi ,24,0.58,0.436363636,0,0,1,0,1,0,25,8,2113,2,4,3,0,0.8,87.9,0.7,0,6.63
Issa Kabore ,22,0.48,0.563636364,0,0,1,0,0,1,9,13,1022,1,0,1,0,0.4,81.6,0.1,0,6.57
Amine Harit ,26,0.48,0.418181818,1,0,1,1,1,0,6,4,515,0,0,2,0,0.6,84.4,0.1,0,6.54
Pape Gueye ,24,0.66,0.636363636,0,0,1,0,1,1,4,10,486,1,1,1,0,0.6,84.8,0.8,0,6.51
Arkadiusz Milik ,29,0.6,0.654545455,1,0,1,1,1,0,2,0,131,0,0,1,0,0.5,75.7,1,0,6.49
Gerson ,26,0.64,0.509090909,0,0,1,0,1,0,6,4,420,2,0,1,0,0.9,82.4,0.8,0,6.48
Ruben Blanco ,27,0.64,0.472727273,0,1,0,0,0,0,6,0,496,0,0,0,0,0,77.1,0.2,0,6.43
Cedric Bakambu ,32,0.52,0.527272727,1,0,1,1,0,0,0,3,56,0,1,0,0,0,81.8,1.3,0,6.41
Bamba Dieng ,23,0.44,0.509090909,1,0,1,1,0,0,1,9,188,1,0,1,0,1.1,61.9,0.9,1,6.37
Vitinha ,23,0.44,0.545454545,1,0,0,0,0,0,5,9,460,2,0,0,0,1.8,72.6,0.4,0,6.37
Eric Bailly ,29,0.62,0.6,0,0,0,0,1,1,5,12,539,0,0,1,0,0.2,84.4,0.9,0,6.37
Azzedine Ounahi ,23,0.52,0.327272727,0,0,1,1,1,0,1,6,117,1,0,0,0,0.4,92.6,0,0,6.32
Duje Caleta-Car ,26,0.72,0.818181818,0,0,0,0,1,1,0,1,7,0,0,0,0,0,100,1,0,6.14
Isaak Toure ,20,1,0.981818182,0,0,0,0,1,1,0,5,66,0,0,1,0,0,84.2,0.2,0,6.02
Salim Ben Seghir ,20,0.36,0.236363636,1,0,0,0,0,0,0,1,4,0,0,0,0,0,100,0,0,5.92
Francois Mughe ,19,0.38,0.563636364,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,5.88
Robert Lewandowski ,34,0.58,0.672727273,1,0,0,0,0,0,33,1,2852,23,7,2,1,4,78.1,1.5,7,7.49
Memphis Depay ,29,0.44,0.618181818,1,0,1,1,1,0,2,0,116,1,0,0,0,3,83.9,0.5,0,7.23
Pedri ,20,0.36,0.290909091,0,0,1,1,1,0,22,4,1983,6,1,2,0,0.8,87.6,0.1,4,7.2
Frenkie de Jong ,26,0.5,0.545454545,0,0,1,0,1,1,29,4,2539,2,4,3,0,0.5,91.4,1,4,7.15
Ousmane Dembele ,26,0.44,0.418181818,1,0,1,1,1,0,16,9,1416,5,7,4,0,2,83.4,0.2,3,7.14
Raphinha ,26,0.4,0.436363636,1,0,1,1,0,0,25,11,2087,7,7,8,0,2.2,79.9,0.4,6,7.04
Sergio Busquets ,34,0.66,0.581818182,0,0,1,0,1,1,28,2,2347,0,4,6,1,0.3,88.7,1.8,0,6.99
Jules Kounde ,24,0.48,0.563636364,0,0,0,0,1,1,28,1,2429,1,3,2,0,0.5,88.8,1.5,1,6.97
Ronald Araujo ,24,0.64,0.636363636,0,0,0,0,1,1,21,1,1802,0,2,6,1,0.8,89.1,2.1,0,6.91
Alejandro Balde ,19,0.38,0.454545455,0,0,0,0,0,1,30,3,2477,1,6,4,0,0.6,91.1,0.6,1,6.9
Marc-Andre ter Stegen ,31,0.62,0.745454545,0,1,0,0,0,0,38,0,3349,0,0,0,0,0,82.4,0.2,0,6.86
Gerard Pique ,36,0.76,0.745454545,0,0,0,0,1,1,5,2,383,0,0,3,1,0.4,92.2,2.9,0,6.85
Gavi ,18,0.34,0.472727273,0,0,1,1,1,0,30,6,2543,2,4,10,0,0.8,87.5,1.1,0,6.84
Jordi Alba ,34,0.28,0.436363636,0,0,1,0,0,1,14,10,1423,2,3,4,1,0.5,86.6,0.3,1,6.82
Andreas Christensen ,27,0.62,0.690909091,0,0,1,0,1,1,22,1,1767,1,1,2,0,0.4,94,1.8,0,6.82
Hector Bellerin ,28,0.44,0.545454545,0,0,1,0,0,1,1,2,141,0,0,0,0,0,80,1,0,6.71
Sergi Roberto ,31,0.44,0.436363636,0,0,1,0,1,1,15,8,1309,4,1,3,0,0.8,92.8,0.3,0,6.65
Eric Garcia ,22,0.52,0.581818182,0,0,0,0,1,1,15,9,1414,1,0,3,0,0.3,91,1,0,6.62
Ansu Fati ,20,0.44,0.4,1,0,1,1,0,0,12,24,1382,7,3,3,0,1.7,84.8,0.2,0,6.55
Marcos Alonso ,32,0.64,0.727272727,0,0,1,0,1,1,11,13,1163,1,0,3,0,0.3,90.9,1.1,0,6.53
Ferran Torres ,23,0.56,0.6,1,0,1,1,0,0,14,19,1385,4,2,5,1,1.2,81.2,0.3,1,6.48
Franck Kessie ,26,0.54,0.545454545,0,0,1,0,1,0,7,21,980,1,1,4,0,0.5,86.8,0.3,0,6.3
Aleix Garrido ,19,0.2,0.563636364,0,0,1,0,0,0,0,1,6,0,0,0,0,0,100,0,0,6.24
Pablo Torre ,20,0.34,0.345454545,0,0,1,0,0,0,1,7,138,0,0,0,0,0.1,85.2,0.1,0,6.22
Pierre-Emerick Aubameyang ,34,0.62,0.654545455,1,0,1,0,1,0,0,1,8,0,0,0,0,1,100,0,0,6.21
Lamine Yamal ,15,0.38,0.563636364,1,0,0,0,0,0,0,1,7,0,0,0,0,1,100,0,0,6.14
Inaki Pena ,24,0.56,0.618181818,0,1,0,0,0,0,0,2,72,0,0,0,0,0,90.9,0,0,6.05
Angel Alarcon ,19,0.38,0.563636364,0,0,1,0,0,0,0,4,23,0,0,0,0,0.3,71.4,0,0,6.03
Arnau Tenas ,22,0.58,0.745454545,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6
Chadi Riad ,20,0.6,0.563636364,0,0,0,0,0,1,0,1,1,0,0,0,0,0,100,0,0,6
Jude Bellingham ,20,0.6,0.563636364,0,0,1,0,1,0,30,1,2693,8,4,8,0,2.2,83.1,1.1,6,7.58
Julian Brandt ,27,0.58,0.709090909,1,0,1,0,1,0,29,3,2412,9,8,2,0,1.3,83.8,0.3,3,7.28
Raphael Guerreiro ,29,0.28,0.490909091,0,0,1,0,1,1,26,1,2296,4,12,4,0,1.2,85.1,0.2,3,7.27
Sebastien Haller ,29,0.68,0.690909091,1,0,0,0,0,0,15,4,1232,9,3,1,0,1.8,70.5,2.2,1,7.21
Donyell Malen ,24,0.4,0.436363636,1,0,1,1,0,0,22,4,1724,9,5,0,0,2.5,80.4,0.2,3,7.2
Julien Duranville ,17,0.28,0.272727273,1,0,0,0,0,0,0,1,28,0,0,0,0,1,77.8,0,0,7.2
Nico Schlotterbeck ,23,0.7,0.763636364,0,0,0,0,1,1,27,1,2255,4,5,3,0,0.6,86.8,2.1,0,7.09
Mats Hummels ,34,0.7,0.909090909,0,0,0,0,1,1,24,6,2022,1,0,4,0,0.6,87.7,2.4,0,6.98
Emre Can ,29,0.6,0.763636364,0,0,1,0,1,1,20,7,1896,2,1,8,0,0.6,89.7,1.1,1,6.88
Karim Adeyemi ,21,0.48,0.436363636,1,0,1,1,0,0,20,4,1399,6,5,9,0,1.6,77.2,0.4,1,6.86
Marius Wolf ,28,0.64,0.672727273,0,0,1,0,1,1,17,8,1570,1,1,2,0,0.9,80,0.2,3,6.81
Niklas Sule ,27,0.78,1,0,0,0,0,1,1,23,6,2116,2,3,2,0,1.1,91.3,1.1,0,6.8
Julian Ryerson ,25,0.54,0.763636364,0,0,1,0,1,1,17,0,1417,1,0,2,0,0.6,83.6,0.8,0,6.8
Gregor Kobel ,25,0.78,0.8,0,1,0,0,0,0,27,0,2430,0,0,0,0,0,81.1,0.2,1,6.79
Marco Reus ,34,0.48,0.490909091,1,0,1,0,1,0,14,11,1352,6,4,4,0,1.5,81.1,0.5,1,6.69
Jamie Bynoe-Gittens ,18,0.38,0.472727273,0,0,1,1,0,0,4,11,527,3,1,1,0,1.6,77.3,0.6,0,6.67
Youssoufa Moukoko ,18,0.46,0.509090909,1,0,0,0,0,0,11,15,1135,7,3,0,0,1.3,71.3,0.2,1,6.6
Alexander Meyer ,32,0.78,0.836363636,0,1,0,0,0,0,7,0,630,0,0,0,0,0,85.4,0.1,0,6.58
Giovanni Reyna ,20,0.58,0.636363636,0,0,1,1,1,0,4,18,612,7,2,2,0,1.1,81.1,0.3,0,6.58
Mahmoud Dahoud ,27,0.44,0.436363636,0,0,1,0,1,0,4,5,337,0,0,1,0,0.7,83.9,0.1,0,6.54
Felix Passlack ,25,0.28,0.545454545,0,0,1,0,1,1,0,3,61,0,0,0,0,0,78.1,0.3,0,6.54
Thomas Meunier ,31,0.7,0.836363636,0,0,1,0,0,1,7,3,584,0,0,2,0,0.4,73.1,0.7,0,6.51
Salih Ozcan ,25,0.52,0.545454545,0,0,1,0,1,0,17,9,1574,0,1,6,0,0.1,88.5,0.8,0,6.49
Anthony Modeste ,35,0.62,0.727272727,1,0,0,0,0,0,7,12,807,2,1,4,0,1.2,59.5,1.7,0,6.44
Tom Rothe ,18,0.64,0.690909091,0,0,0,0,0,1,0,2,24,0,0,0,0,0.5,92.9,0,0,6.29
Thorgan Hazard ,30,0.38,0.490909091,1,0,1,0,1,0,2,12,455,0,0,1,0,0.6,80,0.3,0,6.28
Antonios Papadopoulos ,23,0.58,0.709090909,0,0,0,0,0,1,0,1,12,0,0,0,0,1,89.5,1,0,6.17
Marco Pasalic ,22,0.42,0.545454545,0,0,1,0,0,0,0,1,10,0,0,0,0,1,100,0,0,6.01
Justin Njinmah ,22,0.56,0.563636364,1,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,5.91
